What Country do you live in?,How old are you?,What is your gender?,Which of the following best describes your occupation?,Which of the following languages or technologies have you used significantly in the past year?,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Which technologies are you excited about?,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Which desktop operating system do you use the most?,How do you use Stack Overflow?,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,How often do you find solutions to your programming problems on Stack Overflow without asking a new question?
Switzerland,25-29,Male,Other,N/A,N/A,N/A,Java,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Scala,N/A,Haskell,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Arduino / Raspberry Pi,Windows 7,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,Build my online reputation,N/A,Almost Always
Denmark,30-34,Male,Mobile Application Developer,N/A,N/A,C#,Java,N/A,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Arduino / Raspberry Pi,Mac OS X,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,N/A,N/A,Almost Always
United Kingdom,40-50,Male,Back-End Web Developer,N/A,N/A,C#,N/A,JavaScript,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 8,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Switzerland,40-50,Male,Enterprise Level Services,N/A,N/A,N/A,Java,N/A,N/A,N/A,N/A,N/A,N/A,SQL,Talend ETL,N/A,N/A,N/A,N/A,N/A,N/A,MongoDB,N/A,N/A,Hadoop,N/A,N/A,N/A,Windows 7,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,N/A,Participate in the reviews for improving the site quality,Almost Always
United States,25-29,Male,Full-Stack Web Developer,N/A,N/A,N/A,Java,JavaScript,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AngularJS,N/A,N/A,Windows 7,N/A,N/A,Answer questions I know the answer to,N/A,Build my online reputation,N/A,Often
Poland,25-29,Prefer not to disclose,Enterprise Level Services,C,C++,C#,Java,JavaScript,N/A,N/A,N/A,N/A,N/A,SQL,"Scala, bash",N/A,N/A,N/A,N/A,C++11,N/A,N/A,N/A,N/A,Hadoop,N/A,N/A,N/A,Windows 7,Read other people's questions to solve my problems,N/A,Answer questions I know the answer to,N/A,N/A,N/A,Always
Pakistan,< 20,Male,Student,C,N/A,N/A,N/A,JavaScript,N/A,N/A,PHP,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,N/A,N/A,Almost Always
India,25-29,Male,Back-End Web Developer,N/A,N/A,N/A,N/A,JavaScript,N/A,N/A,PHP,N/A,N/A,SQL,N/A,Node.js,N/A,N/A,N/A,N/A,Redis,MongoDB,N/A,N/A,Hadoop,N/A,N/A,N/A,Ubuntu,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,N/A,N/A,Often
Sri Lanka,30-34,Male,Full-Stack Web Developer,N/A,N/A,C#,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AngularJS,N/A,N/A,Windows 8,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,N/A,N/A,Almost Always
New Zealand,20-24,Male,Full-Stack Web Developer,N/A,N/A,N/A,N/A,JavaScript,N/A,N/A,N/A,Python,Ruby,SQL,N/A,Node.js,Haskell,N/A,N/A,N/A,N/A,N/A,N/A,Go,N/A,N/A,N/A,Arduino / Raspberry Pi,Linux,Read other people's questions to solve my problems,N/A,Answer questions I know the answer to,N/A,N/A,N/A,Almost Always
United States,< 20,Male,Student,N/A,C++,N/A,Java,N/A,N/A,N/A,PHP,N/A,Ruby,SQL,N/A,N/A,N/A,N/A,N/A,C++11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mac OS X,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,N/A,N/A,Almost Always
Germany,25-29,Male,Mobile Application Developer,N/A,N/A,N/A,N/A,N/A,N/A,Objective-C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mac OS X,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,Build my online reputation,N/A,Often
India,30-34,Male,Full-Stack Web Developer,N/A,N/A,N/A,Java,N/A,N/A,N/A,N/A,N/A,N/A,SQL,N/A,Node.js,N/A,N/A,N/A,N/A,N/A,MongoDB,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,Build my online reputation,N/A,Almost Always
Estonia,25-29,Male,Full-Stack Web Developer,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Israel,35-39,Male,Back-End Web Developer,N/A,N/A,N/A,N/A,JavaScript,N/A,N/A,PHP,Python,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Hadoop,N/A,N/A,Arduino / Raspberry Pi,Ubuntu,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,N/A,N/A,Almost Always
India,25-29,Male,Full-Stack Web Developer,N/A,N/A,N/A,Java,JavaScript,N/A,N/A,N/A,N/A,N/A,N/A,"jquery, xsl, xml",Node.js,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AngularJS,N/A,N/A,Ubuntu,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,Build my online reputation,N/A,Almost Always
United Kingdom,30-34,Male,Full-Stack Web Developer,N/A,N/A,C#,N/A,JavaScript,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,Redis,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows XP,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,Build my online reputation,N/A,Almost Always
Croatia,< 20,Male,Student,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
India,25-29,Male,Mobile Application Developer,N/A,N/A,C#,Java,JavaScript,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dart,N/A,N/A,N/A,N/A,N/A,N/A,AngularJS,N/A,Arduino / Raspberry Pi,Mac OS X,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,N/A,N/A,Almost Always
New Zealand,35-39,Male,Other,N/A,C++,C#,Java,JavaScript,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,F#,N/A,N/A,AngularJS,N/A,N/A,Windows 8,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,N/A,Learn a new technology,Almost Always
Sweden,40-50,Male,Desktop Software Developer,C,C++,N/A,N/A,JavaScript,N/A,N/A,PHP,N/A,N/A,N/A,bash,N/A,N/A,N/A,Dart,C++11,N/A,MongoDB,N/A,N/A,N/A,N/A,N/A,Arduino / Raspberry Pi,Windows 7,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,N/A,N/A,Almost Always
Germany,40-50,Male,Manager of Developers or Team Leader,N/A,N/A,N/A,Java,N/A,N/A,Objective-C,PHP,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mac OS X,Read other people's questions to solve my problems,N/A,N/A,N/A,N/A,N/A,Always
Germany,30-34,Male,IT Staff / System Administrator,N/A,N/A,N/A,N/A,JavaScript,N/A,N/A,PHP,Python,N/A,SQL,Perl,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Linux,Read other people's questions to solve my problems,N/A,Answer questions I know the answer to,N/A,N/A,N/A,Almost Always
United Kingdom,25-29,Male,Full-Stack Web Developer,N/A,N/A,N/A,N/A,JavaScript,Node.js,N/A,PHP,N/A,N/A,SQL,N/A,Node.js,N/A,N/A,N/A,N/A,Redis,MongoDB,N/A,N/A,N/A,AngularJS,N/A,N/A,Mac OS X,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,Build my online reputation,N/A,Almost Always
India,25-29,Male,Full-Stack Web Developer,N/A,N/A,N/A,N/A,JavaScript,N/A,N/A,N/A,Python,N/A,N/A,N/A,N/A,Haskell,N/A,Dart,N/A,N/A,MongoDB,N/A,Go,N/A,AngularJS,Cordova,N/A,Ubuntu,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,Build my online reputation,N/A,Often
Canada,20-24,Male,Student,C,C++,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C++11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Arduino / Raspberry Pi,Linux,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Singapore,25-29,Male,Mobile Application Developer,N/A,N/A,N/A,Java,N/A,N/A,Objective-C,N/A,Python,N/A,N/A,N/A,Node.js,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mac OS X,Read other people's questions to solve my problems,N/A,N/A,N/A,Build my online reputation,N/A,Almost Always
India,20-24,Male,Embedded Application Developer,C,C++,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C++11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Arduino / Raspberry Pi,Windows 7,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,N/A,N/A,Almost Always
Pakistan,20-24,Male,Desktop Software Developer,N/A,C++,N/A,N/A,JavaScript,N/A,N/A,N/A,Python,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MongoDB,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,Build my online reputation,N/A,Often
Singapore,25-29,Male,Mobile Application Developer,N/A,N/A,N/A,N/A,JavaScript,N/A,Objective-C,PHP,N/A,N/A,SQL,N/A,Node.js,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AngularJS,N/A,N/A,Mac OS X,Read other people's questions to solve my problems,N/A,Answer questions I know the answer to,N/A,Build my online reputation,N/A,Almost Always
India,20-24,Male,Desktop Software Developer,C,C++,C#,Java,JavaScript,N/A,N/A,PHP,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MongoDB,N/A,N/A,N/A,N/A,N/A,Arduino / Raspberry Pi,Windows 7,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,Build my online reputation,N/A,Often
Poland,25-29,Male,Other,N/A,N/A,N/A,Java,N/A,N/A,N/A,N/A,Python,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mac OS X,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,Build my online reputation,N/A,Almost Always
Germany,30-34,Male,I don't work in tech,N/A,C++,N/A,Java,N/A,N/A,N/A,N/A,Python,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Arduino / Raspberry Pi,Mac OS X,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,Looking for a job,N/A,N/A,Almost Always
Argentina,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spain,30-34,Male,Mobile Application Developer,N/A,N/A,N/A,Java,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Arduino / Raspberry Pi,Ubuntu,Read other people's questions to solve my problems,N/A,N/A,N/A,N/A,N/A,Almost Always
Ukraine,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nepal,25-29,Male,Manager of Developers or Team Leader,C,C++,C#,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Node.js,N/A,N/A,N/A,N/A,Redis,MongoDB,N/A,N/A,Hadoop,N/A,N/A,N/A,Windows 8,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,Looking for a job,Build my online reputation,N/A,Almost Always
France,25-29,Male,Back-End Web Developer,N/A,N/A,N/A,N/A,N/A,N/A,N/A,PHP,N/A,N/A,N/A,"Go, MongoDB",Node.js,N/A,N/A,N/A,N/A,N/A,MongoDB,N/A,Go,Hadoop,AngularJS,N/A,N/A,Ubuntu,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,N/A,N/A,Almost Always
Sri Lanka,25-29,Male,Front-End Web Developer,N/A,N/A,C#,N/A,JavaScript,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Node.js,Haskell,CoffeeScript,Dart,N/A,N/A,MongoDB,N/A,N/A,N/A,AngularJS,N/A,N/A,Windows 7,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,Looking for a job,Build my online reputation,N/A,Occasionally
United Kingdom,40-50,Male,Front-End Web Developer,C,N/A,N/A,N/A,JavaScript,N/A,N/A,PHP,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Arduino / Raspberry Pi,Windows 7,Read other people's questions to solve my problems,N/A,N/A,N/A,N/A,N/A,Always
India,25-29,Male,Mobile Application Developer,N/A,N/A,N/A,N/A,N/A,N/A,Objective-C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cordova,N/A,Mac OS X,Read other people's questions to solve my problems,Ask questions to solve problems,N/A,N/A,Build my online reputation,N/A,Almost Always
Netherlands,30-34,Male,DevOps,N/A,N/A,N/A,Java,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Node.js,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Go,N/A,AngularJS,N/A,N/A,Ubuntu,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,N/A,N/A,Almost Always
Australia,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
United States,25-29,Male,Front-End Web Developer,N/A,N/A,N/A,Java,JavaScript,N/A,N/A,PHP,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 8,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,Build my online reputation,N/A,Often
Turkey,30-34,Male,Full-Stack Web Developer,N/A,N/A,C#,Java,JavaScript,N/A,Objective-C,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows XP,Read other people's questions to solve my problems,N/A,N/A,N/A,N/A,N/A,Almost Always
Spain,25-29,Male,Back-End Web Developer,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Python,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Go,N/A,N/A,N/A,N/A,Linux,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,N/A,N/A,Almost Always
Ukraine,20-24,Male,Desktop Software Developer,N/A,N/A,C#,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,Haskell,N/A,N/A,N/A,N/A,MongoDB,F#,N/A,N/A,N/A,N/A,N/A,Windows 7,Read other people's questions to solve my problems,N/A,Answer questions I know the answer to,N/A,Build my online reputation,N/A,Always
India,20-24,Male,Mobile Application Developer,N/A,N/A,N/A,Java,N/A,N/A,N/A,N/A,Python,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Hadoop,N/A,Cordova,Arduino / Raspberry Pi,Windows 7,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,Build my online reputation,N/A,Often
India,20-24,Male,Front-End Web Developer,N/A,N/A,C#,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SQL,JQuery,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,Build my online reputation,N/A,Almost Always
Australia,20-24,Male,"Executive (VP of Eng, CTO, CIO, etc.)",N/A,N/A,N/A,N/A,JavaScript,N/A,N/A,PHP,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Arduino / Raspberry Pi,Mac OS X,Read other people's questions to solve my problems,Ask questions to solve problems,N/A,N/A,N/A,N/A,Almost Always
India,20-24,Male,Back-End Web Developer,N/A,C++,N/A,N/A,JavaScript,Node.js,N/A,N/A,N/A,N/A,SQL,N/A,Node.js,N/A,N/A,N/A,N/A,N/A,MongoDB,N/A,N/A,N/A,AngularJS,N/A,N/A,Windows 8,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,Looking for a job,Build my online reputation,N/A,Often
Italy,35-39,Male,Desktop Software Developer,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,Build my online reputation,N/A,N/A
Malaysia,30-34,Male,Back-End Web Developer,N/A,N/A,N/A,Java,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 8,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,Looking for a job,Build my online reputation,N/A,Often
United States,30-34,Female,Full-Stack Web Developer,N/A,N/A,N/A,N/A,JavaScript,N/A,N/A,PHP,N/A,Ruby,SQL,N/A,Node.js,N/A,CoffeeScript,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AngularJS,N/A,N/A,Mac OS X,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,N/A,N/A,Often
Russia,20-24,Male,Back-End Web Developer,N/A,N/A,N/A,Java,JavaScript,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,Dart,N/A,N/A,MongoDB,N/A,N/A,Hadoop,N/A,N/A,N/A,Windows 7,Read other people's questions to solve my problems,N/A,Answer questions I know the answer to,N/A,N/A,N/A,Almost Always
Argentina,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Russia,25-29,Male,Manager of Developers or Team Leader,N/A,N/A,C#,N/A,JavaScript,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,Redis,N/A,F#,N/A,N/A,N/A,N/A,N/A,Windows 7,Read other people's questions to solve my problems,N/A,N/A,N/A,N/A,N/A,Often
Australia,25-29,Male,Desktop Software Developer,N/A,C++,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C++11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Arduino / Raspberry Pi,Windows 8,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,N/A,N/A,Often
India,25-29,Male,Full-Stack Web Developer,N/A,N/A,N/A,N/A,JavaScript,N/A,N/A,PHP,N/A,N/A,N/A,N/A,Node.js,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AngularJS,N/A,N/A,Windows 7,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,N/A,N/A,Often
United Kingdom,30-34,Male,Desktop Software Developer,N/A,N/A,C#,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MongoDB,F#,N/A,Hadoop,N/A,N/A,N/A,Windows 7,N/A,N/A,Answer questions I know the answer to,N/A,Build my online reputation,N/A,Almost Always
India,20-24,Female,Back-End Web Developer,C,C++,N/A,Java,N/A,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,C++11,N/A,N/A,N/A,N/A,Hadoop,N/A,N/A,N/A,Ubuntu,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,Build my online reputation,N/A,Often
India,30-34,Male,Manager of Developers or Team Leader,N/A,N/A,N/A,Java,JavaScript,N/A,N/A,N/A,N/A,N/A,SQL,jsf,N/A,N/A,N/A,N/A,N/A,N/A,MongoDB,N/A,N/A,Hadoop,N/A,N/A,N/A,Windows 7,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,Looking for a job,Build my online reputation,N/A,Always
Canada,35-39,Male,Full-Stack Web Developer,N/A,N/A,C#,N/A,JavaScript,Node.js,N/A,N/A,N/A,Ruby,SQL,N/A,Node.js,N/A,N/A,N/A,N/A,Redis,MongoDB,N/A,N/A,N/A,AngularJS,N/A,Arduino / Raspberry Pi,Mac OS X,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,N/A,N/A,Almost Always
United States,30-34,Male,Full-Stack Web Developer,N/A,N/A,N/A,N/A,JavaScript,N/A,N/A,N/A,Python,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Hadoop,N/A,N/A,Arduino / Raspberry Pi,Windows 7,Read other people's questions to solve my problems,N/A,N/A,N/A,Build my online reputation,N/A,Almost Always
India,25-29,Male,Student,C,N/A,N/A,Java,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 8,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,Build my online reputation,N/A,Often
India,20-24,Male,Front-End Web Developer,N/A,N/A,C#,N/A,JavaScript,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Node.js,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Hadoop,AngularJS,N/A,N/A,Windows 8,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bangladesh,25-29,Male,Full-Stack Web Developer,N/A,N/A,N/A,N/A,JavaScript,N/A,Objective-C,PHP,N/A,N/A,SQL,N/A,Node.js,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AngularJS,N/A,N/A,Mac OS X,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,Build my online reputation,N/A,Almost Always
India,25-29,Male,Full-Stack Web Developer,N/A,N/A,N/A,N/A,N/A,N/A,N/A,PHP,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MongoDB,N/A,N/A,Hadoop,N/A,N/A,N/A,Linux,Read other people's questions to solve my problems,N/A,Answer questions I know the answer to,N/A,N/A,N/A,Occasionally
India,25-29,Male,Full-Stack Web Developer,N/A,N/A,N/A,N/A,JavaScript,N/A,N/A,N/A,N/A,Ruby,N/A,CoffeeScript,N/A,N/A,CoffeeScript,N/A,N/A,Redis,MongoDB,N/A,N/A,Hadoop,N/A,N/A,N/A,Mac OS X,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,Build my online reputation,N/A,Always
India,20-24,Male,Embedded Application Developer,C,C++,N/A,Java,JavaScript,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C++11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ubuntu,Read other people's questions to solve my problems,N/A,Answer questions I know the answer to,N/A,N/A,N/A,Often
United States,< 20,Male,Student,C,C++,N/A,N/A,JavaScript,N/A,Objective-C,PHP,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MongoDB,N/A,N/A,N/A,AngularJS,N/A,Arduino / Raspberry Pi,Mac OS X,Read other people's questions to solve my problems,Ask questions to solve problems,N/A,N/A,N/A,N/A,Almost Always
India,25-29,Male,Mobile Application Developer,N/A,N/A,N/A,N/A,N/A,N/A,Objective-C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mac OS X,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,Build my online reputation,N/A,Often
India,25-29,Prefer not to disclose,Other,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Scripting,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Read other people's questions to solve my problems,Ask questions to solve problems,N/A,N/A,N/A,N/A,Occasionally
Israel,40-50,Male,Mobile Application Developer,C,N/A,N/A,Java,N/A,N/A,Objective-C,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,N/A,N/A,N/A
United Kingdom,35-39,Male,Full-Stack Web Developer,C,N/A,C#,Java,JavaScript,N/A,N/A,N/A,N/A,N/A,SQL,N/A,Node.js,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AngularJS,N/A,Arduino / Raspberry Pi,Windows 7,Read other people's questions to solve my problems,Ask questions to solve problems,Answer questions I know the answer to,N/A,N/A,N/A,Often
